id_murid,nama,gaya_belajar,metode_belajar,preferensi_topik,available_start,available_end,is_flexible,whatsapp
M0623,Raden  Pertiwi,Auditori,Offline,Aljabar Linier,2025-09-26 14:10,2025-09-26 17:10,False,+62-21-088-5959
M0624,Edward  Mahendra,Visual,Online,Fisika Dasar,2025-10-16 14:26,2025-10-16 17:26,True,(069) 013 6000
M0625,Pranawa  Hutagalung,Visual,Offline,Fisika Dasar,2025-12-25 06:15,2025-12-25 09:15,True,+62 (97) 123 1887
M0626,Jaeman  Namaga,Visual,Online,Dasar Pemrograman,2025-09-22 15:29,2025-09-22 17:29,False,089 485 6529
M0627,Pardi  Puspasari,Auditori,Offline,Aljabar Linier,2025-08-19 16:30,2025-08-19 18:30,False,088 547 3396
M0628,Najib  Suryono,Auditori,Offline,Dasar Pemrograman,2025-07-23 04:49,2025-07-23 05:49,True,+62 (0816) 511 6093
M0629,Puji  Wijaya,Kinestetik,Offline,Fisika Listrik,2025-07-03 19:17,2025-07-03 20:17,False,+62 (039) 163 0864
M0630,Pranawa  Suwarno,Visual,Offline,Matematika 2,2025-08-04 14:25,2025-08-04 15:25,True,(0488) 737-6191
M0631,Johan  Wibisono,Kinestetik,Online,Dasar Pemrograman,2025-08-22 19:53,2025-08-22 22:53,False,+62 (317) 581-6103
M0632,Mutia  Uyainah,Visual,Offline,Metode Statistik,2025-07-02 22:34,2025-07-03 01:34,False,(001) 914 1752
M0633,Adhiarja  Lestari,Kinestetik,Online,Dasar Pemrograman,2025-12-25 23:44,2025-12-26 02:44,True,+62-18-185-3597
M0634,Hendri  Prakasa,Kinestetik,Offline,Fisika Listrik,2025-10-20 01:26,2025-10-20 04:26,True,+62 (672) 239-9481
M0635,Ibrahim  Hakim,Visual,Online,Analisis Numerik,2025-11-30 01:15,2025-11-30 03:15,True,+62 (0817) 435-3276
M0636,Tri  Nainggolan,Visual,Online,Fisika Magnet,2025-11-29 03:21,2025-11-29 04:21,True,(015) 278-3644
M0637,Kusuma  Wijaya,Auditori,Offline,Aljabar Linier,2025-10-18 14:29,2025-10-18 16:29,True,+62 (03) 517 8428
M0638,Taufan  Puspita,Kinestetik,Online,Kimia Murni,2025-11-14 19:01,2025-11-14 22:01,False,082 613 4144
M0639,Malika  Suryono,Auditori,Online,Kimia Murni,2025-12-01 01:18,2025-12-01 04:18,False,+62-051-472-8415
M0640,Raisa  Mandala,Visual,Online,Aljabar Linier,2025-10-01 09:47,2025-10-01 12:47,False,+62 (044) 359-9086
M0641,Ajimin  Rajasa,Visual,Offline,Kimia Murni,2025-12-22 20:25,2025-12-22 23:25,True,(027) 792 3367
M0642,Kayun  Gunarto,Visual,Online,Pengantar AI,2025-07-15 11:06,2025-07-15 14:06,False,081 803 6804
M0643,Slamet  Suryono,Kinestetik,Offline,Analisis Numerik,2025-08-27 23:34,2025-08-28 00:34,False,088 530 2304
M0644,Rosman  Nurdiyanti,Kinestetik,Online,Kalkulus 2,2025-09-14 22:33,2025-09-14 23:33,False,+62-004-242-0860
M0645,Dacin  Gunarto,Auditori,Online,Aljabar Linier,2025-08-04 00:33,2025-08-04 02:33,False,+62 (0903) 188 3447
M0646,Aisyah  Anggriawan,Kinestetik,Offline,Metode Statistik,2025-07-17 19:06,2025-07-17 20:06,False,+62 (78) 692 4075
M0647,Jais  Fujiati,Auditori,Online,Kimia Murni,2025-10-16 06:09,2025-10-16 08:09,False,0869598511
M0648,Drajat  Mayasari,Auditori,Online,Kimia Murni,2025-09-26 20:12,2025-09-26 22:12,False,(070) 804-8361
M0649,Balamantri  Wacana,Visual,Offline,Matematika 2,2025-07-14 05:24,2025-07-14 08:24,False,+62 (051) 753 0448
M0650,Luhung  Santoso,Kinestetik,Online,Basis Data,2025-11-08 01:16,2025-11-08 03:16,True,+62 (596) 297-2999
M0651,Jaka  Kuswandari,Kinestetik,Offline,Fisika Magnet,2025-08-20 23:23,2025-08-21 00:23,False,(0275) 211-0329
M0652,Darmanto  Siregar,Kinestetik,Offline,Dasar Pemrograman,2025-09-25 05:24,2025-09-25 08:24,False,+62 (0507) 882-6299
M0653,Cakrabirawa  Hariyah,Visual,Online,Kalkulus 2,2025-11-07 23:47,2025-11-08 00:47,False,+62 (36) 646-9820
M0654,Ella  Wasita,Visual,Offline,Struktur Data,2025-07-13 02:18,2025-07-13 03:18,False,+62 (425) 621 0349
M0655,Eka  Suryatmi,Kinestetik,Offline,Struktur Data,2025-07-20 11:33,2025-07-20 12:33,True,+62-073-018-4973
M0656,Kawaya  Santoso,Visual,Offline,Fisika Listrik,2025-12-26 04:16,2025-12-26 06:16,False,+62-0817-098-9941
M0657,Argono  Prayoga,Kinestetik,Offline,Analisis Numerik,2025-08-08 01:41,2025-08-08 04:41,True,+62 (071) 278-8675
M0658,Syahrini  Suwarno,Visual,Offline,Basis Data,2025-07-04 21:31,2025-07-04 23:31,True,+62-0480-519-6710
M0659,Ilyas  Pudjiastuti,Auditori,Offline,Probabilitas & Statistika,2025-09-20 18:03,2025-09-20 20:03,True,+62-044-475-3017
M0660,Dipa  Yuniar,Auditori,Online,Pengantar AI,2025-07-27 16:22,2025-07-27 19:22,False,+62-15-769-8671
M0661,Mursita  Lazuardi,Auditori,Online,Kalkulus 2,2025-07-09 07:58,2025-07-09 08:58,False,+62 (93) 019-6243
M0662,Tasnim  Permata,Auditori,Offline,Kalkulus 2,2025-07-02 16:05,2025-07-02 18:05,False,+62-63-712-7560
M0663,Cornelia  Firmansyah,Auditori,Offline,Metode Statistik,2025-09-28 04:08,2025-09-28 06:08,False,+62 (30) 112-1470
M0664,Kiandra  Pradana,Auditori,Offline,Fisika Dasar,2025-11-10 05:00,2025-11-10 06:00,False,+62 (86) 442 5966
M0665,Vanesa  Firgantoro,Visual,Online,Metode Statistik,2025-07-09 19:04,2025-07-09 22:04,False,+62 (0056) 797 9995
M0666,Salsabila  Puspita,Kinestetik,Offline,Dasar Pemrograman,2025-12-07 13:50,2025-12-07 16:50,False,(0656) 933 1928
M0667,Mala  Saptono,Auditori,Offline,Fisika Magnet,2025-08-31 01:32,2025-08-31 03:32,False,+62-682-419-3992
M0668,Ajimat  Simbolon,Auditori,Offline,Matematika 2,2025-12-25 18:51,2025-12-25 20:51,False,0893478924
M0669,Cakrawangsa  Laksita,Kinestetik,Offline,Logika Matematika,2025-08-20 18:20,2025-08-20 19:20,True,0821008050
M0670,Kiandra  Waskita,Kinestetik,Offline,Fisika Listrik,2025-08-02 15:23,2025-08-02 17:23,False,+62-036-743-3984
M0671,Marsudi  Palastri,Auditori,Online,Analisis Numerik,2025-10-02 16:49,2025-10-02 18:49,False,+62 (39) 056-4203
M0672,Heryanto  Agustina,Kinestetik,Online,Fisika Listrik,2025-12-06 01:57,2025-12-06 02:57,False,+62 (459) 038-4751
M0673,Ilyas  Mansur,Auditori,Offline,Fisika Listrik,2025-10-18 03:45,2025-10-18 04:45,True,+62 (400) 077-1963
M0674,Ian  Siregar,Auditori,Online,Metode Statistik,2025-09-11 17:16,2025-09-11 20:16,True,0860396279
M0675,Bakiman  Zulaika,Visual,Offline,Analisis Numerik,2025-09-24 10:25,2025-09-24 12:25,True,+62-077-168-2384
M0676,Dewi  Pudjiastuti,Visual,Online,Basis Data,2025-12-29 21:01,2025-12-29 23:01,True,+62 (80) 325 7118
M0677,Salsabila  Wibisono,Visual,Online,Kalkulus 2,2025-12-05 12:34,2025-12-05 15:34,False,+62-84-785-6904
M0678,Tomi  Wijaya,Kinestetik,Online,Basis Data,2025-12-21 03:07,2025-12-21 06:07,False,+62 (081) 700 6775
M0679,Erik  Yulianti,Visual,Online,Kimia Murni,2025-09-20 16:59,2025-09-20 19:59,False,(054) 915 7072
M0680,Cinta  Waskita,Kinestetik,Offline,Fisika Listrik,2025-08-15 14:15,2025-08-15 16:15,False,(0545) 246-5304
M0681,Darijan  Suwarno,Kinestetik,Offline,Analisis Numerik,2025-10-19 08:55,2025-10-19 10:55,False,085 727 1681
M0682,Harjaya  Firgantoro,Visual,Online,Pengantar AI,2025-12-11 10:39,2025-12-11 13:39,False,+62 (453) 311-9204
M0683,Bakiman  Winarno,Auditori,Online,Kimia Murni,2025-10-04 20:13,2025-10-04 23:13,False,+62 (0380) 191-0793
M0684,Cakrabirawa  Wibisono,Visual,Online,Matematika 2,2025-09-26 16:43,2025-09-26 18:43,True,+62 (034) 048-5539
M0685,Rahayu  Yolanda,Kinestetik,Online,Aljabar Linier,2025-11-17 11:35,2025-11-17 12:35,False,(096) 245-8696
M0686,Jarwadi  Nainggolan,Kinestetik,Online,Kimia Murni,2025-07-05 01:31,2025-07-05 03:31,False,+62-0178-923-9957
M0687,Banawi  Tarihoran,Visual,Online,Kimia Murni,2025-11-16 19:27,2025-11-16 22:27,False,+62 (0363) 546 1961
M0688,Asmadi  Anggriawan,Visual,Offline,Fisika Magnet,2025-09-05 03:40,2025-09-05 06:40,False,(0304) 850-3199
M0689,Karsana  Aryani,Visual,Offline,Matematika 2,2025-11-19 01:53,2025-11-19 02:53,False,(0786) 210 0322
M0690,Darmana  Tarihoran,Auditori,Online,Struktur Data,2025-08-18 02:35,2025-08-18 03:35,False,+62-067-274-0059
M0691,Warsita  Zulaika,Kinestetik,Offline,Analisis Numerik,2025-07-10 17:56,2025-07-10 19:56,False,+62 (13) 281-4597
M0692,Teguh  Prayoga,Kinestetik,Offline,Dasar Pemrograman,2025-11-02 11:23,2025-11-02 12:23,False,(0180) 489-3185
M0693,Malika  Palastri,Kinestetik,Online,Fisika Magnet,2025-12-15 06:04,2025-12-15 09:04,False,+62-356-888-9490
M0694,Ikhsan  Kurniawan,Auditori,Offline,Dasar Pemrograman,2025-10-03 01:13,2025-10-03 02:13,True,(0293) 431-6334
M0695,Jagaraga  Sitorus,Auditori,Offline,Matematika 2,2025-12-20 05:24,2025-12-20 07:24,True,+62-08-302-2600
M0696,Danu  Prayoga,Visual,Online,Matematika 2,2025-12-13 22:38,2025-12-13 23:38,False,+62 (219) 851-1609
M0697,Prakosa  Maryati,Kinestetik,Offline,Fisika Magnet,2025-11-01 00:14,2025-11-01 03:14,False,+62-092-402-7791
M0698,Balangga  Natsir,Auditori,Online,Analisis Numerik,2025-12-09 11:52,2025-12-09 12:52,False,+62 (216) 865-5539
M0699,Luthfi  Laksmiwati,Kinestetik,Online,Metode Statistik,2025-09-19 04:35,2025-09-19 06:35,False,+62-00-788-9261
M0700,Dacin  Puspita,Visual,Offline,Analisis Numerik,2025-07-24 06:16,2025-07-24 09:16,True,+62 (53) 672-9536
M0701,Eva  Sihotang,Visual,Offline,Fisika Magnet,2025-11-24 07:07,2025-11-24 09:07,False,(0551) 640-0653
M0702,Jinawi  Maryati,Visual,Offline,Dasar Pemrograman,2025-12-02 06:23,2025-12-02 09:23,False,087 254 5899
M0703,Balapati  Hutagalung,Visual,Offline,Aljabar Linier,2025-10-09 00:54,2025-10-09 01:54,False,+62-038-714-0361
M0704,Ratna  Yolanda,Kinestetik,Online,Struktur Data,2025-11-24 10:05,2025-11-24 11:05,False,+62-777-629-2839
M0705,Ajiman  Hakim,Auditori,Online,Probabilitas & Statistika,2025-12-13 16:33,2025-12-13 19:33,False,+62-38-634-6675
M0706,Lembah  Suryono,Auditori,Online,Pengantar AI,2025-11-06 21:57,2025-11-06 22:57,True,0879283528
M0707,Vivi  Sinaga,Kinestetik,Offline,Fisika Dasar,2025-09-14 17:07,2025-09-14 19:07,True,(0685) 624-5822
M0708,Rudi  Haryanti,Visual,Offline,Probabilitas & Statistika,2025-08-28 17:17,2025-08-28 19:17,True,+62 (0966) 360-8605
M0709,Maryanto  Kusmawati,Visual,Online,Fisika Magnet,2025-07-07 15:34,2025-07-07 17:34,False,(020) 217 7779
M0710,Siti  Mandasari,Auditori,Offline,Logika Matematika,2025-11-02 06:23,2025-11-02 08:23,True,+62-0442-428-1511
M0711,Kawaya  Hassanah,Visual,Offline,Fisika Magnet,2025-12-10 14:08,2025-12-10 17:08,False,+62 (156) 172-7233
M0712,Harsana  Najmudin,Kinestetik,Offline,Metode Statistik,2025-07-05 00:21,2025-07-05 03:21,False,+62-057-224-7839
M0713,Tri  Pratama,Visual,Online,Basis Data,2025-12-01 07:10,2025-12-01 08:10,False,(042) 379-6788
M0714,Joko  Lazuardi,Visual,Offline,Logika Matematika,2025-09-26 07:15,2025-09-26 09:15,True,+62 (59) 274 6294
M0715,Kadir  Oktaviani,Kinestetik,Offline,Fisika Dasar,2025-12-27 17:35,2025-12-27 19:35,False,+62 (40) 960-3569
M0716,Karman  Nababan,Auditori,Offline,Fisika Magnet,2025-09-03 21:54,2025-09-03 23:54,True,088 626 5955
M0717,Yoga  Hakim,Visual,Online,Dasar Pemrograman,2025-12-14 14:19,2025-12-14 17:19,False,+62-0600-192-5538
M0718,Jasmin  Dabukke,Auditori,Online,Basis Data,2025-10-19 09:14,2025-10-19 12:14,False,0836682939
M0719,Galuh  Prastuti,Auditori,Offline,Probabilitas & Statistika,2025-07-07 17:21,2025-07-07 18:21,False,+62-935-813-2537
M0720,Puspa  Kusumo,Kinestetik,Online,Fisika Listrik,2025-10-14 00:07,2025-10-14 02:07,True,+62 (036) 752 0531
M0721,Karsa  Megantara,Visual,Offline,Logika Matematika,2025-12-26 09:43,2025-12-26 11:43,True,081 347 4556
M0722,Elvina  Lazuardi,Visual,Offline,Matematika 2,2025-12-26 05:17,2025-12-26 08:17,True,+62 (0075) 930-6260
M0723,Intan  Saputra,Auditori,Offline,Dasar Pemrograman,2025-07-02 09:33,2025-07-02 10:33,True,+62 (006) 214-4428
M0724,Dono  Mayasari,Auditori,Online,Aljabar Linier,2025-11-26 14:10,2025-11-26 17:10,False,(013) 793-7286
M0725,Ade  Simbolon,Auditori,Offline,Basis Data,2025-09-29 01:02,2025-09-29 03:02,False,+62 (0559) 051 8274
M0726,Karsa  Siregar,Visual,Online,Struktur Data,2025-11-24 21:03,2025-11-25 00:03,False,+62 (0721) 283 4760
M0727,Najwa  Wasita,Kinestetik,Offline,Dasar Pemrograman,2025-11-02 00:07,2025-11-02 02:07,True,+62 (783) 615 0590
M0728,Anggabaya  Sudiati,Kinestetik,Online,Basis Data,2025-10-26 10:19,2025-10-26 13:19,False,+62 (068) 765-3990
M0729,Enteng  Pratama,Kinestetik,Online,Metode Statistik,2025-07-07 00:35,2025-07-07 02:35,True,+62 (038) 537-6074
M0730,Ulva  Winarno,Kinestetik,Online,Aljabar Linier,2025-09-08 07:09,2025-09-08 10:09,False,+62-33-856-4202
M0731,Jaka  Kusumo,Auditori,Offline,Metode Statistik,2025-09-29 19:58,2025-09-29 22:58,False,085 471 8267
M0732,Victoria  Sihombing,Visual,Online,Analisis Numerik,2025-09-23 01:51,2025-09-23 02:51,False,089 914 6441
M0733,Lidya  Suartini,Visual,Offline,Basis Data,2025-10-18 08:52,2025-10-18 09:52,True,+62 (62) 097-3763
M0734,Warsa  Hardiansyah,Visual,Online,Matematika 2,2025-09-11 12:33,2025-09-11 14:33,False,(0264) 224-3232
M0735,Kasiyah  Hutasoit,Visual,Offline,Fisika Magnet,2025-08-22 14:28,2025-08-22 17:28,False,+62-0650-873-8002
M0736,Dalima  Rahimah,Visual,Offline,Aljabar Linier,2025-09-13 13:00,2025-09-13 14:00,False,084 404 3513
M0737,Caturangga  Budiman,Visual,Offline,Probabilitas & Statistika,2025-10-22 20:35,2025-10-22 21:35,False,+62 (020) 618 9848
M0738,Eman  Nugroho,Visual,Offline,Probabilitas & Statistika,2025-08-29 08:09,2025-08-29 10:09,False,081 508 7720
M0739,Gambira  Setiawan,Visual,Offline,Basis Data,2025-10-26 06:44,2025-10-26 07:44,False,0809901019
M0740,Elisa  Ardianto,Auditori,Offline,Matematika 2,2025-08-18 05:46,2025-08-18 07:46,True,(0141) 284 0775
M0741,Calista  Adriansyah,Auditori,Offline,Aljabar Linier,2025-08-18 22:45,2025-08-19 01:45,False,+62 (74) 763 2972
M0742,Karna  Pranowo,Kinestetik,Offline,Fisika Dasar,2025-11-30 23:16,2025-12-01 02:16,True,(056) 243-6598
M0743,Cakrawangsa  Yulianti,Visual,Offline,Aljabar Linier,2025-10-09 20:35,2025-10-09 23:35,False,+62-437-337-1037
M0744,Fathonah  Ramadan,Kinestetik,Online,Fisika Listrik,2025-09-09 19:18,2025-09-09 21:18,True,(080) 364-6910
M0745,Harimurti  Suartini,Kinestetik,Online,Kalkulus 2,2025-12-21 12:24,2025-12-21 15:24,False,(0266) 111-5749
M0746,Shania  Wulandari,Kinestetik,Online,Fisika Dasar,2025-12-15 01:45,2025-12-15 04:45,False,(0614) 516 3265
M0747,Cawisadi  Nainggolan,Kinestetik,Offline,Pengantar AI,2025-09-25 21:01,2025-09-26 00:01,True,+62-096-446-6499
M0748,Zulfa  Wibisono,Visual,Online,Fisika Magnet,2025-09-12 16:01,2025-09-12 18:01,False,(054) 921 4012
M0749,Cici  Sihombing,Kinestetik,Offline,Matematika 2,2025-10-25 02:11,2025-10-25 03:11,False,(008) 069 9447
M0750,Yahya  Agustina,Kinestetik,Offline,Logika Matematika,2025-11-25 01:36,2025-11-25 04:36,True,+62-005-910-6005
M0751,Ian  Riyanti,Auditori,Online,Metode Statistik,2025-08-30 07:45,2025-08-30 10:45,True,084 729 8005
M0752,Kasiyah  Natsir,Visual,Online,Fisika Dasar,2025-12-03 00:48,2025-12-03 02:48,False,+62-001-262-2747
M0753,Daruna  Winarsih,Kinestetik,Offline,Analisis Numerik,2025-11-05 06:33,2025-11-05 07:33,False,+62-0514-410-4871
M0754,Galiono  Permadi,Visual,Offline,Probabilitas & Statistika,2025-09-20 16:19,2025-09-20 19:19,False,(067) 437-3726
M0755,Sakti  Sitompul,Auditori,Offline,Aljabar Linier,2025-08-26 02:47,2025-08-26 03:47,False,+62 (854) 734 0152
M0756,Nugraha  Prasetya,Visual,Offline,Probabilitas & Statistika,2025-11-09 07:11,2025-11-09 09:11,False,+62 (0976) 901-4466
M0757,Marwata  Nugroho,Auditori,Offline,Struktur Data,2025-11-19 02:45,2025-11-19 05:45,False,+62 (179) 522-5084
M0758,Jessica  Winarsih,Visual,Offline,Fisika Listrik,2025-08-16 16:20,2025-08-16 17:20,False,+62 (721) 808-2696
M0759,Kunthara  Winarno,Visual,Online,Logika Matematika,2025-09-18 19:37,2025-09-18 20:37,False,+62 (86) 100-8911
M0760,Taswir  Damanik,Visual,Online,Analisis Numerik,2025-09-16 18:53,2025-09-16 19:53,True,089 314 1126
M0761,Adika  Usamah,Kinestetik,Online,Fisika Dasar,2025-08-10 06:05,2025-08-10 07:05,True,+62 (0648) 193-8042
M0762,Lasmono  Sihotang,Auditori,Offline,Logika Matematika,2025-11-29 08:47,2025-11-29 11:47,False,(073) 746 8593
M0763,Budi  Wibowo,Kinestetik,Online,Metode Statistik,2025-10-07 17:52,2025-10-07 18:52,False,+62-0104-428-0500
M0764,Jamalia  Prayoga,Visual,Offline,Kimia Murni,2025-07-19 15:55,2025-07-19 17:55,False,(031) 847-3855
M0765,Jumari  Haryanto,Visual,Online,Probabilitas & Statistika,2025-07-15 00:37,2025-07-15 01:37,False,(0231) 765 5634
M0766,Tania  Laksmiwati,Visual,Offline,Dasar Pemrograman,2025-07-21 01:24,2025-07-21 02:24,True,+62 (983) 278 6464
M0767,Maryanto  Palastri,Kinestetik,Offline,Logika Matematika,2025-07-23 12:09,2025-07-23 13:09,True,(0755) 641-0535
M0768,Darmanto  Anggriawan,Visual,Online,Metode Statistik,2025-07-16 08:22,2025-07-16 11:22,False,+62 (0070) 304-1151
M0769,Mila  Rajata,Visual,Offline,Kimia Murni,2025-11-10 21:00,2025-11-10 22:00,False,+62 (0309) 514-3937
M0770,Queen  Maulana,Auditori,Offline,Kalkulus 2,2025-11-23 18:33,2025-11-23 19:33,False,+62 (523) 633-4858
M0771,Okta  Sudiati,Visual,Offline,Matematika 2,2025-07-10 07:12,2025-07-10 10:12,False,+62 (0352) 906 9976
M0772,Vivi  Usada,Auditori,Online,Fisika Listrik,2025-10-31 00:01,2025-10-31 03:01,True,(053) 600-0450
M0773,Margana  Melani,Visual,Offline,Matematika 2,2025-10-04 10:28,2025-10-04 11:28,False,+62 (0975) 502 0801
M0774,Mahfud  Halim,Visual,Online,Dasar Pemrograman,2025-07-01 04:47,2025-07-01 07:47,True,+62 (19) 477 9533
M0775,Harjaya  Samosir,Auditori,Offline,Metode Statistik,2025-08-18 22:02,2025-08-19 01:02,False,+62 (67) 643 0372
M0776,Hilda  Utama,Kinestetik,Offline,Metode Statistik,2025-07-12 14:47,2025-07-12 16:47,False,+62-0452-541-5344
M0777,Eko  Haryanti,Visual,Offline,Analisis Numerik,2025-09-03 22:40,2025-09-04 00:40,False,+62 (015) 697-4143
M0778,Dipa  Andriani,Auditori,Online,Probabilitas & Statistika,2025-10-29 14:57,2025-10-29 17:57,True,+62 (40) 559-7016
M0779,Kemba  Usada,Auditori,Offline,Fisika Dasar,2025-09-08 11:29,2025-09-08 14:29,False,0802609704
M0780,Oni  Widodo,Auditori,Online,Metode Statistik,2025-12-12 19:11,2025-12-12 22:11,False,+62 (21) 268-8267
M0781,Eja  Nuraini,Kinestetik,Online,Kalkulus 2,2025-09-20 05:34,2025-09-20 07:34,False,+62 (982) 541-2878
M0782,Ajimat  Oktaviani,Kinestetik,Online,Struktur Data,2025-09-18 15:57,2025-09-18 16:57,True,(0417) 572 4359
M0783,Tugiman  Januar,Kinestetik,Offline,Fisika Listrik,2025-11-24 15:03,2025-11-24 17:03,True,+62 (60) 201-3415
M0784,Makara  Saragih,Visual,Online,Fisika Listrik,2025-12-24 18:41,2025-12-24 20:41,True,+62 (137) 743-6682
M0785,Ade  Aryani,Kinestetik,Offline,Aljabar Linier,2025-10-22 00:20,2025-10-22 01:20,False,084 719 5334
M0786,Bella  Saragih,Kinestetik,Offline,Probabilitas & Statistika,2025-07-03 15:11,2025-07-03 17:11,False,(0935) 714-1155
M0787,Siti  Suryatmi,Visual,Offline,Fisika Listrik,2025-07-18 20:07,2025-07-18 21:07,False,+62-629-527-5371
M0788,Laras  Hasanah,Kinestetik,Offline,Basis Data,2025-07-28 21:20,2025-07-28 22:20,True,+62-074-429-5763
M0789,Gamblang  Adriansyah,Kinestetik,Offline,Logika Matematika,2025-08-31 08:05,2025-08-31 10:05,False,+62 (72) 088 7608
M0790,Edi  Hutagalung,Kinestetik,Online,Basis Data,2025-08-08 09:45,2025-08-08 11:45,False,+62-0428-445-0725
M0791,Digdaya  Hassanah,Auditori,Online,Matematika 2,2025-08-30 19:21,2025-08-30 22:21,False,(0278) 424-8840
M0792,Maman  Haryanto,Visual,Offline,Kalkulus 2,2025-10-23 12:18,2025-10-23 13:18,False,+62 (940) 037 3396
M0793,Prasetyo  Mansur,Kinestetik,Online,Struktur Data,2025-11-21 04:53,2025-11-21 07:53,True,(067) 619-1785
M0794,Garda  Napitupulu,Kinestetik,Online,Fisika Listrik,2025-12-10 06:37,2025-12-10 08:37,False,+62-0936-511-6192
M0795,Gaman  Thamrin,Auditori,Online,Metode Statistik,2025-08-26 22:23,2025-08-26 23:23,False,+62 (52) 515 7778
M0796,Hani  Sudiati,Visual,Online,Kalkulus 2,2025-10-01 09:58,2025-10-01 11:58,False,+62 (51) 088 8377
M0797,Darsirah  Oktaviani,Visual,Offline,Struktur Data,2025-09-17 11:25,2025-09-17 13:25,False,+62-0196-462-0841
M0798,Kairav  Mulyani,Auditori,Offline,Pengantar AI,2025-08-10 08:19,2025-08-10 09:19,False,+62-953-350-9719
M0799,Sabar  Hakim,Kinestetik,Online,Dasar Pemrograman,2025-11-16 10:21,2025-11-16 12:21,True,+62 (713) 235 1372
M0800,Kurnia  Halim,Auditori,Online,Fisika Magnet,2025-09-22 15:10,2025-09-22 18:10,True,+62 (0372) 578 6589
M0801,Kenari  Prakasa,Visual,Offline,Logika Matematika,2025-11-25 02:56,2025-11-25 04:56,False,+62 (062) 133-9575
M0802,Mariadi  Lestari,Visual,Online,Logika Matematika,2025-12-01 21:31,2025-12-02 00:31,False,+62 (0561) 713-6916
M0803,Galak  Palastri,Auditori,Online,Logika Matematika,2025-07-05 17:00,2025-07-05 19:00,True,+62-0768-317-6722
M0804,Kala  Hassanah,Visual,Online,Dasar Pemrograman,2025-11-09 13:58,2025-11-09 14:58,True,+62 (36) 407-5522
M0805,Kalim  Susanti,Auditori,Offline,Probabilitas & Statistika,2025-10-15 23:52,2025-10-16 02:52,False,+62 (0529) 597 9058
M0806,Tami  Hariyah,Visual,Online,Basis Data,2025-12-06 14:00,2025-12-06 16:00,False,(074) 397-9511
M0807,Karma  Wasita,Kinestetik,Offline,Aljabar Linier,2025-09-09 10:59,2025-09-09 12:59,False,+62 (0504) 797-4524
M0808,Simon  Prasasta,Auditori,Online,Fisika Dasar,2025-12-15 00:08,2025-12-15 03:08,False,(0676) 042-8482
M0809,Panca  Hartati,Visual,Online,Fisika Magnet,2025-10-08 21:12,2025-10-08 23:12,False,0811217714
M0810,Gangsar  Rahayu,Auditori,Online,Kalkulus 2,2025-09-28 03:25,2025-09-28 04:25,False,(0719) 819 9176
M0811,Cawuk  Yuliarti,Kinestetik,Offline,Logika Matematika,2025-12-15 14:23,2025-12-15 16:23,False,+62-20-681-2169
M0812,Gabriella  Rahimah,Visual,Online,Analisis Numerik,2025-07-02 23:58,2025-07-03 01:58,False,+62 (90) 531 5072
M0813,Gilda  Siregar,Auditori,Offline,Basis Data,2025-10-26 04:26,2025-10-26 06:26,False,085 795 0433
M0814,Gilang  Sihotang,Kinestetik,Online,Fisika Listrik,2025-09-10 02:47,2025-09-10 05:47,False,(035) 881-4303
M0815,Ibrahim  Prasetyo,Auditori,Offline,Logika Matematika,2025-10-17 00:00,2025-10-17 01:00,True,+62 (004) 956 6839
M0816,Yessi  Winarno,Auditori,Offline,Struktur Data,2025-07-28 06:17,2025-07-28 08:17,True,+62-0621-666-6148
M0817,Tami  Dabukke,Auditori,Online,Pengantar AI,2025-09-17 10:53,2025-09-17 13:53,True,(0037) 390 8064
M0818,Tami  Rahmawati,Auditori,Online,Struktur Data,2025-12-05 00:41,2025-12-05 03:41,False,+62-052-401-4998
M0819,Mursita  Novitasari,Auditori,Offline,Analisis Numerik,2025-10-18 03:23,2025-10-18 05:23,True,+62-0368-183-4195
M0820,Aris  Yuliarti,Visual,Online,Analisis Numerik,2025-11-11 04:16,2025-11-11 05:16,False,+62 (0835) 090-5338
M0821,Citra  Winarsih,Visual,Offline,Aljabar Linier,2025-09-29 18:16,2025-09-29 21:16,False,0800712191
M0822,Cengkal  Puspita,Kinestetik,Offline,Basis Data,2025-07-10 14:04,2025-07-10 16:04,False,+62 (129) 416-7391
M0823,Tami  Salahudin,Auditori,Offline,Analisis Numerik,2025-07-29 20:42,2025-07-29 21:42,True,+62 (0231) 504-6892
M0824,Irfan  Nuraini,Visual,Offline,Fisika Listrik,2025-07-18 20:23,2025-07-18 23:23,False,+62 (0103) 832 7512
M0825,Nadine  Hardiansyah,Visual,Online,Fisika Listrik,2025-10-02 22:13,2025-10-02 23:13,False,+62 (0987) 274-1230
M0826,Atmaja  Utama,Kinestetik,Online,Dasar Pemrograman,2025-11-05 20:42,2025-11-05 23:42,False,+62 (0237) 313-1482
M0827,Yunita  Pradipta,Visual,Online,Dasar Pemrograman,2025-11-07 08:41,2025-11-07 09:41,True,+62 (0767) 815 1641
M0828,Bakiono  Puspasari,Kinestetik,Online,Dasar Pemrograman,2025-08-21 02:37,2025-08-21 04:37,True,0886993948
M0829,Ozy  Wulandari,Auditori,Online,Pengantar AI,2025-12-22 19:57,2025-12-22 22:57,False,(045) 684 5224
M0830,Bagus  Hidayat,Visual,Offline,Dasar Pemrograman,2025-12-03 15:29,2025-12-03 18:29,True,+62-099-499-7620
